,Unnamed: 0,Unnamed: 0.1,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,negative,neutral,positive
10,10,10,902920860486557697,902920860486557697,2017-08-30 15:48:03 UTC,2017-08-30,15:48:03,0,94543804,tansuyegen,Tansu YEĞEN,,Tesla'nın rakibi Lucid Air özel jet konforunda elektrikli araba yapmış...  https://t.co/nRCN0YEAoN,tr,[],[],[],1,151,329,[],[],https://twitter.com/TansuYegen/status/902920860486557697,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/902920703741091840/pu/img/qO1YasvnB-Y8uJar.jpg,,,,,,,[],,,,,0.019275062,0.8700277,0.11069721
11,11,11,902916554467282944,902916554467282944,2017-08-30 15:30:56 UTC,2017-08-30,15:30:56,0,704835627183788032,model3owners,Trev Page,,Dash cam feature coming soon to all Teslas. Unsure on what AP version is required #tesla #model3  https://t.co/Ywq0zz31JV,en,[],['https://twitter.com/elonmusk/status/902912866335956994'],[],8,4,67,"['tesla', 'model3']",[],https://twitter.com/Model3Owners/status/902916554467282944,False,https://twitter.com/elonmusk/status/902912866335956994,0,,,,,,,,[],,,,,0.026603466,0.8809926,0.092403986
12,12,12,902911094968258560,902911094968258560,2017-08-30 15:09:14 UTC,2017-08-30,15:09:14,0,4852289459,theteslalife,TheTeslaLife,,A few pics of the Tesla #Model3 caught in a parking lot  https://t.co/bU6eQcXhIR,en,[],[],"['https://pbs.twimg.com/media/DIfI2QhUQAAlUDf.jpg', 'https://pbs.twimg.com/media/DIfI2QlVAAACeQM.jpg']",8,17,75,['model3'],[],https://twitter.com/TheTeslaLife/status/902911094968258560,False,,1,https://pbs.twimg.com/media/DIfI2QhUQAAlUDf.jpg,,,,,,,[],,,,,0.006602515,0.9068064,0.086591125
13,13,13,902900081090850816,902900081090850816,2017-08-30 14:25:29 UTC,2017-08-30,14:25:29,0,3060631,jalopnik,Jalopnik,,Cummins beats Tesla to the punch and introduces an all-electric heavy-duty truck  https://t.co/w4atYuHBgi  https://t.co/E9sBZuK9K4,en,[],['http://jalo.ps/QoLZMYx'],['https://pbs.twimg.com/media/DIe-1mWVwAMjYCb.jpg'],7,56,137,[],[],https://twitter.com/Jalopnik/status/902900081090850816,False,,1,https://pbs.twimg.com/media/DIe-1mWVwAMjYCb.jpg,,,,,,,[],,,,,0.0058366116,0.44731432,0.546849
14,14,14,902881675838971904,902881675838971904,2017-08-30 13:12:20 UTC,2017-08-30,13:12:20,0,31421025,foroelectricos,ForoCochesEléctricos,,#Tesla rebaja hasta 5.000 dólares los Model S y X de 100 kWh  https://t.co/JIBR4QZmo3,ca,[],['http://forococheselectricos.com/2017/08/tesla-rebaja-precio-model-s-y-x-de-100-kwh.html'],[],9,35,108,['tesla'],[],https://twitter.com/foroelectricos/status/902881675838971904,False,,0,,,,,,,,[],,,,,0.009067436,0.8591217,0.13181077
15,15,15,902832737501011968,902832737501011968,2017-08-30 09:57:53 UTC,2017-08-30,09:57:53,0,2148233600,electrekco,Electrek.co,,"A Tesla Model S hits 300,000 miles in just 2 years - saving an estimated $60,000 on fuel and maintenance  https://t.co/Mpm78E1u4E  https://t.co/FUxmrWJHIB",en,[],['https://electrek.co/2017/08/30/tesla-model-s-hits-300000-miles-in-just-2-years-saving/'],['https://pbs.twimg.com/media/DIeBlDlUEAAWXMJ.jpg'],9,136,295,[],[],https://twitter.com/ElectrekCo/status/902832737501011968,False,,1,https://pbs.twimg.com/media/DIeBlDlUEAAWXMJ.jpg,,,,,,,[],,,,,0.0031163867,0.16075084,0.8361327
16,16,16,902830773606252544,902830773606252544,2017-08-30 09:50:04 UTC,2017-08-30,09:50:04,0,118115748,netana_80,Jürgen Bader,,Tesla’s ‘tiny house’ hits the road in Australia to show off solar power  https://t.co/BZojRjRIwL #tesla #digitalization,en,[],['http://tcrn.ch/2hYgACL'],[],0,5,57,"['tesla', 'digitalization']",[],https://twitter.com/netana_80/status/902830773606252544,False,,0,,,,,,,,[],,,,,0.0036051944,0.59747714,0.3989176
17,17,17,902821109481046016,902821109481046016,2017-08-30 09:11:40 UTC,2017-08-30,09:11:40,0,16896485,inc,Inc.,,This email from Elon Musk to Tesla employees describes what great communication looks like @justinjbariso  https://t.co/Vffiomq36x,en,"[{'screen_name': 'justinjbariso', 'name': 'justin bariso', 'id': '2492466030'}]",['http://on.inc.com/2goR9df'],[],9,97,198,[],[],https://twitter.com/Inc/status/902821109481046016,False,,0,,,,,,,,[],,,,,0.0029182448,0.1360091,0.8610726
18,18,18,902817969905926145,902817969905926145,2017-08-30 08:59:12 UTC,2017-08-30,08:59:12,0,1308211178,teslarati,TESLARATI,,"Tesla lowers price of Model S, X 100D by $3,500 and P100D by $5,000 -  https://t.co/7MimE2ojal  https://t.co/myeD8Sv7wA",en,[],['http://www.teslarati.com/tesla-lowers-price-model-s-x-100d-3500-p100d-5000/'],['https://pbs.twimg.com/media/DId0JtiVwAA0-mh.jpg'],5,36,120,[],[],https://twitter.com/Teslarati/status/902817969905926145,False,,1,https://pbs.twimg.com/media/DId0JtiVwAA0-mh.jpg,,,,,,,[],,,,,0.039991092,0.88220924,0.077799715
19,19,19,902810573724889088,902810573724889088,2017-08-30 08:29:48 UTC,2017-08-30,08:29:48,0,2859338524,farkligercekler,Farklı Gerçekler,,"""O kadar cahilsiniz ki, dininiz var diye âhlaka ihtiyacınız kalmadığını sanıyorsunuz.""  *Nikola Tesla  https://t.co/aQo97d4SUz",tr,[],[],['https://pbs.twimg.com/media/DIdtX8XWAAA-ESE.jpg'],2,138,334,[],[],https://twitter.com/FarkliGercekler/status/902810573724889088,False,,1,https://pbs.twimg.com/media/DIdtX8XWAAA-ESE.jpg,,,,,,,[],,,,,0.0327384,0.8668644,0.10039717
20,20,20,902808783784697856,902808783784697856,2017-08-30 08:22:42 UTC,2017-08-30,08:22:42,0,2358569247,traedruffles,Ruffles,,Einstein y Nikola Tesla también fueron muchos años a la Tomatina.,es,[],[],[],8,263,509,[],[],https://twitter.com/TraedRuffles/status/902808783784697856,False,,0,,,,,,,,[],,,,,0.018578298,0.82701236,0.15440933
21,21,21,902788100644102144,902788100644102144,2017-08-30 07:00:30 UTC,2017-08-30,07:00:30,0,1344951,wired,WIRED,,Here's what it's like driving the new Tesla Model 3  https://t.co/3J8q5cjW7N,en,[],['http://bit.ly/2vDa5aC'],[],7,51,143,[],[],https://twitter.com/WIRED/status/902788100644102144,False,,0,,,,,,,,[],,,,,0.0031176608,0.5386771,0.4582052
22,22,22,902777755313602560,902777755313602560,2017-08-30 06:19:24 UTC,2017-08-30,06:19:24,0,95092020,jordanbpeterson,Dr Jordan B Peterson,,Tested the Tesla Model 3 today. Autopilot Turing level behavior. Here comes the future.,en,[],[],[],24,33,418,[],[],https://twitter.com/jordanbpeterson/status/902777755313602560,False,,0,,,,,,,,[],,,,,0.0033367793,0.10996977,0.8866935
23,23,23,902733835858833408,902733835858833408,2017-08-30 03:24:53 UTC,2017-08-30,03:24:53,0,2148233600,electrekco,Electrek.co,,"Tesla drops the price of its higher-end vehicles by up to $5,000  https://t.co/tSWKVLD6Sm  https://t.co/t8OpLNr8dr",en,[],['https://electrek.co/2017/08/29/tesla-model-s-x-price-higher-end-vehicles-5000/'],['https://pbs.twimg.com/media/DIcnn5KWsAEIYiO.jpg'],4,41,161,[],[],https://twitter.com/ElectrekCo/status/902733835858833408,False,,1,https://pbs.twimg.com/media/DIcnn5KWsAEIYiO.jpg,,,,,,,[],,,,,0.075497344,0.80557144,0.11893126
24,24,24,902698131078471680,902698131078471680,2017-08-30 01:03:00 UTC,2017-08-30,01:03:00,0,15463610,climatecentral,Climate Central,,Tesla is planning the largest project in the world to combine wind power and electricity storage  https://t.co/IZzYiQcpWF,en,[],['https://buff.ly/2vH5hQS'],[],3,79,102,[],[],https://twitter.com/ClimateCentral/status/902698131078471680,False,,0,,,,,,,,[],,,,,0.004290606,0.3128671,0.6828423
25,25,25,902682311094919168,902682311094919168,2017-08-30 00:00:08 UTC,2017-08-30,00:00:08,0,2564597449,elonmusknewsorg,Elon Musk News,,"Finnish Tesla Model S taxi driver crosses 400,000 km, 93% of battery life remains  https://t.co/fgCjAtXdIJ",en,[],['http://www.teslarati.com/tesla-model-s-400k-km-250k-mi-7-percent-battery-degradation/?utm_source=facebook&utm_medium=social&utm_campaign=elonquotes'],[],2,47,98,[],[],https://twitter.com/ElonMuskNewsOrg/status/902682311094919168,False,,0,,,,,,,,[],,,,,0.016938146,0.8138522,0.16920969
