,Unnamed: 0,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,negative,neutral,positive
10,10,828989896144592900,828989896144592900,2017-02-07 15:32:47 UTC,2017-02-07,15:32:47,0,48110818,lizszabo,Liz Szabo,,You know you're a health reporter if: You look at the Tesla logo and see an IUD.  https://t.co/AbJBipYEPp,en,[],[],['https://pbs.twimg.com/media/C4Ep6L7WYAIdz1_.jpg'],11,30,141,[],[],https://twitter.com/LizSzabo/status/828989896144592900,False,,1,https://pbs.twimg.com/media/C4Ep6L7WYAIdz1_.jpg,,,,,,,[],,,,,0.027948637,0.7649381,0.20711327
11,11,828981873086865410,828981873086865410,2017-02-07 15:00:54 UTC,2017-02-07,15:00:54,0,44196397,elonmusk,Elon Musk,,Production Tesla Model S P100DL sets Motor Trend all-time world record to 60 mph in 2.27 sec  https://t.co/sxALQrM5Ls,en,[],['http://bit.ly/2kmMo3m'],[],717,6818,18455,[],[],https://twitter.com/elonmusk/status/828981873086865410,False,,0,,,,,,,,[],,,,,0.0033773386,0.3455508,0.65107185
12,12,828963679567806465,828963679567806465,2017-02-07 13:48:37 UTC,2017-02-07,13:48:37,0,816653,techcrunch,TechCrunch,,Tesla Model S P100D scores 2.28-second 0-60 mph time in new Motor Trend test  https://t.co/sdRn971PDv by @etherington  https://t.co/UZtPIdOrV2,en,"[{'screen_name': 'etherington', 'name': 'darrell etherington', 'id': '15425183'}]",['http://tcrn.ch/2khG0aU'],['https://pbs.twimg.com/media/C4ESEjAWQAUl2t6.jpg'],1,46,78,[],[],https://twitter.com/TechCrunch/status/828963679567806465,False,,1,https://pbs.twimg.com/media/C4ESEjAWQAUl2t6.jpg,,,,,,,[],,,,,0.0058500613,0.8089492,0.18520063
13,13,828950457955540992,828950457955540992,2017-02-07 12:56:04 UTC,2017-02-07,12:56:04,0,2148233600,electrekco,Electrek.co,,Tesla Model S P100D Ludicrous+ achieves record 2.28-second 0-60 mph and 10.5-sec 1/4 mile in new Motor Trend tests  https://t.co/fUZHB1xxlf  https://t.co/5YJmvN41oW,en,[],['https://electrek.co/2017/02/07/tesla-model-s-p100d-ludicrous-0-60-mph-motor-trend-test/'],['https://pbs.twimg.com/media/C4EF7SjWAAASQn7.jpg'],4,72,148,[],[],https://twitter.com/ElectrekCo/status/828950457955540992,False,,1,https://pbs.twimg.com/media/C4EF7SjWAAASQn7.jpg,,,,,,,[],,,,,0.0027921367,0.1559717,0.8412363
14,14,828943921778720769,828943921778720769,2017-02-07 12:30:06 UTC,2017-02-07,12:30:06,0,25383000,motortrend,motortrend,,0-60 mph is 2.28 seconds! The @TeslaMotors Model S P100D is the quickest car we’ve ever tested. #Tesla @elonmusk   https://t.co/4TVFQAlNAx  https://t.co/tm666U4Hmw,en,"[{'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}]",['http://bit.ly/2kmMo3m'],['https://pbs.twimg.com/media/C4EAGjlWYAA91n2.jpg'],69,1156,2607,['tesla'],[],https://twitter.com/MotorTrend/status/828943921778720769,False,,1,https://pbs.twimg.com/media/C4EAGjlWYAA91n2.jpg,,,,,,,[],,,,,0.0021237507,0.04614387,0.9517324
15,15,828906334867292162,828906334867292162,2017-02-07 10:00:45 UTC,2017-02-07,10:00:45,0,87818409,guardian,The Guardian,,Elon Musk's SpaceX and Tesla join filing against Trump's travel ban  https://t.co/H4YtPq72lA,en,[],['http://trib.al/fGZJYxh'],[],12,61,132,[],[],https://twitter.com/guardian/status/828906334867292162,False,,0,,,,,,,,[],,,,,0.023315575,0.8590706,0.11761389
16,16,828894831078420480,828894831078420480,2017-02-07 09:15:02 UTC,2017-02-07,09:15:02,0,14293310,time,TIME,,Elon Musk's Tesla and SpaceX join 97 other companies in brief against President Trump's travel ban  https://t.co/1cz94nTvmG,en,[],['http://ti.me/2kgtatu'],[],7,43,106,[],[],https://twitter.com/TIME/status/828894831078420480,False,,0,,,,,,,,[],,,,,0.04027059,0.88832307,0.071406364
17,17,828847033779941376,828847033779941376,2017-02-07 06:05:06 UTC,2017-02-07,06:05:06,0,275686563,verge,The Verge,,Millions of Tesla battery cells are powering thousands of LA homes  https://t.co/NjfzEzAfbv  https://t.co/loaHlNlI7V,en,[],['http://www.theverge.com/2017/2/6/14523196/tesla-battery-powerpack-los-angeles-electricity?utm_campaign=theverge&utm_content=chorus&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/C4Cn-8oUoAAsT-Z.jpg'],1,60,159,[],[],https://twitter.com/verge/status/828847033779941376,False,,1,https://pbs.twimg.com/media/C4Cn-8oUoAAsT-Z.jpg,,,,,,,[],,,,,0.004517655,0.34385896,0.65162355
18,18,828843421150359555,828843421150359555,2017-02-07 05:50:45 UTC,2017-02-07,05:50:45,0,74418159,sabrinabianca89,BINA BIANCA,,"Hab geträumt, dass es von Tesla n' Kit gab, mit dem man sein Auto via USB 4.0 zum Tesla machen konnte. AlexiBexi hat's reviewed. BRAAAAIIIN!",de,[],[],[],19,5,131,[],[],https://twitter.com/sabrinabianca89/status/828843421150359555,False,,0,,,,,,,,[],,,,,0.028117893,0.6021826,0.3696994
19,19,828800394054729730,828800394054729730,2017-02-07 02:59:46 UTC,2017-02-07,02:59:46,0,2890961,gizmodo,Gizmodo,,SpaceX and Tesla have now joined the amicus brief opposing Trump's Muslim ban  https://t.co/6Y3UifVjKD  https://t.co/ZhLpZGnDk3,en,[],['http://gizmo.do/DNLxqEE'],['https://pbs.twimg.com/media/C4B9kIqWAAI7RNu.jpg'],6,45,89,[],[],https://twitter.com/Gizmodo/status/828800394054729730,False,,1,https://pbs.twimg.com/media/C4B9kIqWAAI7RNu.jpg,,,,,,,[],,,,,0.060174216,0.8813614,0.0584643
20,20,828797709108801537,828797709108801537,2017-02-07 02:49:06 UTC,2017-02-07,02:49:06,0,34713362,business,Bloomberg,,Tesla's battery revolution just reached critical mass  https://t.co/GSbj3JsRXJ  https://t.co/9y8qXxGSTh,en,[],['http://bloom.bg/2kfLinA'],['https://pbs.twimg.com/media/C4B7H4RWQAAJiJS.jpg'],2,66,83,[],[],https://twitter.com/business/status/828797709108801537,False,,1,https://pbs.twimg.com/media/C4B7H4RWQAAJiJS.jpg,,,,,,,[],,,,,0.0031197323,0.12307795,0.87380236
21,21,828772275163975680,828772275163975680,2017-02-07 01:08:02 UTC,2017-02-07,01:08:02,0,2890961,gizmodo,Gizmodo,,Update: SpaceX and Tesla have now joined the amicus brief opposing Trump's Muslim ban  https://t.co/CWhjaXKo1f  https://t.co/XvUNKjOnlE,en,[],['http://gizmo.do/bWtvSms'],['https://pbs.twimg.com/media/C4Bj_bvUoAQ9GR7.jpg'],4,41,85,[],[],https://twitter.com/Gizmodo/status/828772275163975680,False,,1,https://pbs.twimg.com/media/C4Bj_bvUoAQ9GR7.jpg,,,,,,,[],,,,,0.040619705,0.8970149,0.06236532
22,22,828768468174569472,828768468174569472,2017-02-07 00:52:55 UTC,2017-02-07,00:52:55,0,2148233600,electrekco,Electrek.co,,Tesla (and SpaceX) join tech industry amicus brief against Trump immigration order  https://t.co/4G2s0JaMJ0  https://t.co/4eTrIQUZJp,en,[],['https://electrek.co/2017/02/06/tesla-and-spacex-join-tech-industry-amicus-brief-against-trump-immigration-order/'],['https://pbs.twimg.com/media/C4BghfpXAAAGEyP.jpg'],2,28,74,[],[],https://twitter.com/ElectrekCo/status/828768468174569472,False,,1,https://pbs.twimg.com/media/C4BghfpXAAAGEyP.jpg,,,,,,,[],,,,,0.08280864,0.8530855,0.06410584
