,Unnamed: 0,Unnamed: 0.1,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,negative,neutral,positive
10,10,10,1270837597703737348,1270765228800847879,2020-06-10 21:57:48 UTC,2020-06-10,21:57:48,0,157936422,arianastam,Ariana Stam,,"Treća stavka. Osim vode i hrane. Energija, proizvodnja energije. Tesla u besmrtnost tvog genija te ljubim. Šta čekamo sa Teslinim dobronamernim delima. Sve nam je dao. Ne treba nama Tramp da nam otvara oči. Super je što imamo naslage nekvelitetnog lignita ali 👇",und,[],[],[],1,7,91,[],[],https://twitter.com/arianastam/status/1270837597703737348,False,,0,,,,,,,,[],,,,,0.03823952,0.7170411,0.2447193
11,11,11,1270833521783910404,1270833521783910404,2020-06-10 21:41:37 UTC,2020-06-10,21:41:37,0,390936754,tilmanwinkler,Tilman Winkler 🔋🔌 - 🦠💉+🚀💉,,"Wow. I agree. But don’t you feel the hubris, @Tweetermeyer? You have been trying to do exactly that with @Tesla / $TSLA all along. 🤷‍♂️",en,"[{'screen_name': 'tweetermeyer', 'name': 'e.w. niedermeyer', 'id': '415794343'}, {'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}]",[],[],18,10,79,[],['tsla'],https://twitter.com/TilmanWinkler/status/1270833521783910404,False,https://twitter.com/Tweetermeyer/status/1270454288502800384,0,,,,,,,,[],,,,,0.42417288,0.40076947,0.17505762
12,12,12,1270833083802058752,1270833083802058752,2020-06-10 21:39:52 UTC,2020-06-10,21:39:52,0,859101343356772353,watch_union,UnionWatch,,"#Tesla ist an der #Börse übrigens mehr wert als #Volkswagen, #BMW und #Daimler zusammen.   Falls sich wer fragt, was unsere Aushängeschilder die letzten Jahre einfach nicht gerissen haben... /TN",de,[],[],[],17,41,225,"['tesla', 'börse', 'volkswagen', 'bmw', 'daimler']",[],https://twitter.com/watch_union/status/1270833083802058752,False,,0,,,,,,,,[],,,,,0.027125547,0.8178927,0.15498176
13,13,13,1270832171733774336,1270832171733774336,2020-06-10 21:36:15 UTC,2020-06-10,21:36:15,0,1194615237409771521,scmountaindad,SCMountainDad ⛰⚡️🚙,,we just received a $2000 check for buying a Tesla Model Y   https://t.co/27fNhp7wHz  🤙🤟🇺🇸  https://t.co/xtZBOBbNBW,en,[],['https://cleanvehiclerebate.org/eng/eligible-vehicles'],['https://pbs.twimg.com/media/EaLm6IUUYAAuScA.jpg'],7,6,75,[],[],https://twitter.com/SCMountainDad/status/1270832171733774336,False,,1,https://pbs.twimg.com/media/EaLm6IUUYAAuScA.jpg,,,,,,,[],,,,,0.0025362952,0.08504775,0.912416
14,14,14,1270830827790831616,1270830827790831616,2020-06-10 21:30:54 UTC,2020-06-10,21:30:54,0,18087040,karlfelippe,karl,,"- A estátua do Tesla que emite Wi-Fi de graça  - O Monumento a Yuri Gagarin, que é feito de titânio e literalmente parece a estátua de um super-herói que morreu defendendo o planeta  - O diabo tirando uma selfie na ponte em Segovia  - A estátua do Paddington em Paddington Station  https://t.co/aeo1fMdI4T",pt,[],[],"['https://pbs.twimg.com/media/EaLjLeiWoAEiHnj.jpg', 'https://pbs.twimg.com/media/EaLkJ54WkAILCOC.jpg', 'https://pbs.twimg.com/media/EaLlV7uXYAEMPpw.jpg', 'https://pbs.twimg.com/media/EaLlra4WsAAgXJO.jpg']",10,135,559,[],[],https://twitter.com/KarlFelippe/status/1270830827790831616,False,https://twitter.com/James_Barr/status/1270689907497975809,1,https://pbs.twimg.com/media/EaLjLeiWoAEiHnj.jpg,,,,,,,[],,,,,0.011778761,0.86306757,0.12515369
15,15,15,1270830684630929410,1270830684630929410,2020-06-10 21:30:20 UTC,2020-06-10,21:30:20,0,274841449,cnbcarabia,CNBC Arabia,,شركات #السيارات الأعلى قيمةً:  1- شركة Toyota: نحو 213 مليار $ 2- شركة Tesla: نحو 190 مليار $ 3- شركة Volkswagen: نحو 148 مليار $ 4- شركة Honda: نحو 50 مليار $ 5- شركة BMW: نحو 44 مليار $  المصدر: CNBC  https://t.co/ObVIRTTdwy,ar,[],[],['https://pbs.twimg.com/media/EaLlxcDWoAEU5yw.jpg'],9,64,151,['السيارات'],[],https://twitter.com/CNBCArabia/status/1270830684630929410,False,,1,https://pbs.twimg.com/media/EaLlxcDWoAEU5yw.jpg,,,,,,,[],,,,,0.1598866,0.8023332,0.037780195
16,16,16,1270830598836248576,1270830598836248576,2020-06-10 21:30:00 UTC,2020-06-10,21:30:00,0,1652541,reuters,Reuters,,"Tesla’s stock jumped above $1,000 a share after Chief Executive Elon Musk told his staff it was time to bring the Tesla Semi commercial truck to ‘volume production’  https://t.co/VADEkDAX3x  https://t.co/PxpmbylYT2",en,[],['https://reut.rs/2MZo9G5'],[],9,41,103,[],[],https://twitter.com/Reuters/status/1270830598836248576,False,,1,https://pbs.twimg.com/amplify_video_thumb/1270811449594535936/img/9y3UpNVeOaN8U9od.jpg,,,,,,,[],,,,,0.0030692748,0.1389814,0.8579494
17,17,17,1270830065920684032,1270830065920684032,2020-06-10 21:27:53 UTC,2020-06-10,21:27:53,0,1413027896,charliebilello,Charlie Bilello,,"At $189 billion, Tesla now has a higher market cap than... GM Ford Fiat Chrysler Daimler Ferrari ... Combined ($178 billion).  $TSLA  https://t.co/S0zuYezjSy",en,[],[],['https://pbs.twimg.com/media/EaLk3BXXsAIO7zV.png'],19,99,255,[],['tsla'],https://twitter.com/charliebilello/status/1270830065920684032,False,,1,https://pbs.twimg.com/media/EaLk3BXXsAIO7zV.png,,,,,,,[],,,,,0.0071019437,0.4577741,0.53512394
18,18,18,1270829898433617920,1270829898433617920,2020-06-10 21:27:13 UTC,2020-06-10,21:27:13,0,87607659,crawfordcomic,Laura E Crawford,,Hi @MayorOfLA why do LA city streets look like this when you’re buying Tesla’s for the police?  https://t.co/877VLbffQH,en,"[{'screen_name': 'mayorofla', 'name': 'mayorofla', 'id': '17070113'}]",[],"['https://pbs.twimg.com/media/EaLlCN-VcAA-NKz.jpg', 'https://pbs.twimg.com/media/EaLlCOEUcAA4_BO.jpg']",2,28,94,[],[],https://twitter.com/CrawfordComic/status/1270829898433617920,False,,1,https://pbs.twimg.com/media/EaLlCN-VcAA-NKz.jpg,,,,,,,[],,,,,0.64131373,0.34679222,0.011893937
19,19,19,1270829893526454280,1270829893526454280,2020-06-10 21:27:12 UTC,2020-06-10,21:27:12,0,18200400,xataka,xataka,,Tesla dispara su acción a más de 1.000 dólares y se convierte en el fabricante de automóviles con mayor capitalización bursátil  https://t.co/mqUZCjFIxN  https://t.co/ZGEahIRLgk,es,[],['https://www.xataka.com/p/224654'],['https://pbs.twimg.com/media/EaLlDacXQAQYg-C.jpg'],0,32,102,[],[],https://twitter.com/xataka/status/1270829893526454280,False,,1,https://pbs.twimg.com/media/EaLlDacXQAQYg-C.jpg,,,,,,,[],,,,,0.04151593,0.8774787,0.08100525
20,20,20,1270828649554432000,1270828649554432000,2020-06-10 21:22:15 UTC,2020-06-10,21:22:15,0,2884909108,ravonslyfe,RAVON,,i’m just trying to ride tesla auto pilot to my shawty bae 🥺🥰♥️,en,[],[],[],47,12,591,[],[],https://twitter.com/RavonsLyfe/status/1270828649554432000,False,,0,,,,,,,,[],,,,,0.005517215,0.0349645,0.9595184
21,21,21,1270827744604180480,1270827744604180480,2020-06-10 21:18:39 UTC,2020-06-10,21:18:39,0,275686563,verge,The Verge,,Tesla becomes most valuable automaker as more workers contract COVID-19  https://t.co/Ye0IfKRxD9  https://t.co/Hfb9yOWof2,en,[],['https://www.theverge.com/2020/6/10/21286562/tesla-stock-most-valuable-automaker-slot-as-more-workers-contract-covid-19?utm_campaign=theverge&utm_content=chorus&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/EaLjGUmWAAAFu-1.jpg'],21,35,286,[],[],https://twitter.com/verge/status/1270827744604180480,False,,1,https://pbs.twimg.com/media/EaLjGUmWAAAFu-1.jpg,,,,,,,[],,,,,0.009159819,0.2643924,0.72644776
22,22,22,1270827657278734345,1270827657278734345,2020-06-10 21:18:18 UTC,2020-06-10,21:18:18,0,256740776,_markgallagher,Mark Gallagher,,"Tesla now the world’s most valuable car company at $190bn - more than F1’s automotive brands - Daimler, Honda, Ferrari &amp; Renault - combined @ $145bn    PS Tesla will be 17 in July 🧐",en,[],[],[],20,38,155,[],[],https://twitter.com/_markgallagher/status/1270827657278734345,False,,0,,,,,,,,[],,,,,0.0031861458,0.08560165,0.91121227
23,23,23,1270826823878918146,1270826823878918146,2020-06-10 21:15:00 UTC,2020-06-10,21:15:00,0,15648827,muyinteresante,MUY Interesante,,"""No hay emoción más intensa para un inventor que ver una de sus creaciones funcionando"". En este vídeo te mostramos las mejores frases de Nikola Tesla. https://t.co/kbWBRbucSO  https://t.co/eXJ73LYC6t",es,[],['https://bit.ly/37lUyQf'],[],5,105,276,[],[],https://twitter.com/muyinteresante/status/1270826823878918146,False,,1,https://pbs.twimg.com/amplify_video_thumb/1016297044401639425/img/J25TIxX_gKFK4s8A.jpg,,,,,,,[],,,,,0.018533438,0.80122596,0.18024054
24,24,24,1270825760278884354,1270825760278884354,2020-06-10 21:10:46 UTC,2020-06-10,21:10:46,0,1689516060,vincent13031925,vincentyu.eth,,Tesla China-Made Model 3 Selected By MEG To Fulfill Its Sales Orders For EV Taxis In China   https://t.co/Na7WuukNen,en,[],['https://www.tesmanian.com/blogs/tesmanian-blog/tesla-china-made-model-3-selected-by-meg-to-fulfill-it-s-sales-orders-for-ev-taxis-in-china'],[],8,26,192,[],[],https://twitter.com/vincent13031925/status/1270825760278884354,False,,0,,,,,,,,[],,,,,0.007853283,0.81452346,0.17762324
25,25,25,1270824855378833408,1270824855378833408,2020-06-10 21:07:10 UTC,2020-06-10,21:07:10,0,258471703,hhdospierre,Hector A. Huergo,,"Impresionante. Tesla se convirtió hoy en la más valiosa compañía automotriz del mundo. Las acciones de $TSLA superaron los mil dólares ($1,019), una suba del 7% en un día, empujando a una capitalización de $188.2b – por encima de Toyota, que hasta hoy era la número uno.",es,[],[],[],5,28,88,[],['tsla'],https://twitter.com/hhdospierre/status/1270824855378833408,False,,0,,,,,,,,[],,,,,0.011535038,0.25118917,0.7372757
26,26,26,1270823692155727872,1270823692155727872,2020-06-10 21:02:33 UTC,2020-06-10,21:02:33,0,49365029,gonintendotweet,GoNintendoTweet,,Tesla coils used to play an Animal Crossing: New Horizons musical tribute  https://t.co/7hTJZ5UDtY  https://t.co/6absbuFfno,en,[],['https://gonintendo.com/stories/362777-tesla-coils-used-to-play-an-animal-crossing-new-horizons-musical'],['https://pbs.twimg.com/media/EaLfac5XsAIQ-VL.jpg'],3,23,220,[],[],https://twitter.com/GoNintendoTweet/status/1270823692155727872,False,,1,https://pbs.twimg.com/media/EaLfac5XsAIQ-VL.jpg,,,,,,,[],,,,,0.013097395,0.87613237,0.110770375
27,27,27,1270823144664662018,1270823144664662018,2020-06-10 21:00:23 UTC,2020-06-10,21:00:23,0,349249475,gerberkawasaki,Ross Gerber,,Guess who is the biggest car company in the world... Tesla. Yes. TESLA. Congrats @elonmusk ! $tsla,en,"[{'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}]",[],[],37,89,730,[],['tsla'],https://twitter.com/GerberKawasaki/status/1270823144664662018,False,https://twitter.com/ycharts/status/1270820472700231680,0,,,,,,,,[],,,,,0.0020612907,0.013828363,0.98411036
28,28,28,1270822217958465543,1270822217958465543,2020-06-10 20:56:42 UTC,2020-06-10,20:56:42,0,2263437272,skorusark,Sam Korus,,"The craziest part of Nikola, is that their planned product doesn't come in at a competitive price point relative to the Tesla Semi.  Plus it's on an unproven technology platform, where the infrastructure buildout is an order of magnitude more expensive.  https://t.co/4FhMmXIyuW",en,[],[],"['https://pbs.twimg.com/media/EaLdql6WoAAZ2zB.png', 'https://pbs.twimg.com/media/EaLduleWoAEpvb0.jpg']",32,53,303,[],[],https://twitter.com/skorusARK/status/1270822217958465543,False,,1,https://pbs.twimg.com/media/EaLdql6WoAAZ2zB.png,,,,,,,[],,,,,0.85881513,0.12741372,0.013771141
29,29,29,1270821666650828800,1270821666650828800,2020-06-10 20:54:30 UTC,2020-06-10,20:54:30,0,138513683,elephanteating,Eric Hittinger,,"I didn't know they were electrifying the Maid of the Mist ships, but that is brilliant for both historical (Tesla!) and practical (repeated 30 min trips) reasons.",en,[],[],[],3,5,50,[],[],https://twitter.com/ElephantEating/status/1270821666650828800,False,https://twitter.com/WREVAGroup/status/1270682382727774210,0,,,,,,,,[],,,,,0.007889931,0.048626937,0.9434832
30,30,30,1270818040100184064,1270818040100184064,2020-06-10 20:40:06 UTC,2020-06-10,20:40:06,0,21005767,josheidelson,Josh Eidelson,,"In a December memo, Cal/OSHA said Tesla omitted hundreds of injuries that the company listed in logs at its factory from prior years' annual summary data sent to the government, which is used to calculate total injury/illness rates  https://t.co/h8TkfdEltI",en,[],['https://www.bloomberg.com/news/articles/2020-03-06/tesla-sent-incomplete-injury-reports-california-regulator-says'],[],2,53,176,[],[],https://twitter.com/josheidelson/status/1270818040100184064,False,https://twitter.com/elonmusk/status/1270794583660589057,0,,,,,,,,[],,,,,0.43845296,0.547434,0.0141131645
31,31,31,1270817952548425728,1270817952548425728,2020-06-10 20:39:45 UTC,2020-06-10,20:39:45,0,1374059611,teslany,Tesla New York,,"It’s time to bring Tesla Semi to volume production, says Musk 🚛⚡️🔌  https://t.co/8l3R4PbZvM $TSLA #TeslaSemi #EV #Tesla  https://t.co/9OeIvmQUql",en,[],['https://www.teslaoracle.com/2020/06/10/tesla-semi-bring-volume-production/'],[],2,17,111,"['teslasemi', 'ev', 'tesla']",['tsla'],https://twitter.com/TeslaNY/status/1270817952548425728,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1178686619907497987/pu/img/5ler1AQLMNKGIRDR.jpg,,,,,,,[],,,,,0.0045669605,0.35604683,0.6393862
32,32,32,1270817902904647680,1270816920858554369,2020-06-10 20:39:33 UTC,2020-06-10,20:39:33,0,1729420093,camelliasscholl,💥Cam Snow🔻BLM,,"@Joshua4Congress come on, rival companies called ""nikola"" and ""tesla?"" the writers of this cyberpunk tv series should be fired, that's just too on the nose",en,[],[],[],6,7,152,[],[],https://twitter.com/CamelliaSScholl/status/1270817902904647680,False,,0,,,,,,,,"[{'screen_name': 'joshua4congress', 'name': '@joshua4congresssss', 'id': '1318230751926628355'}]",,,,,0.91149205,0.081938356,0.006569502
33,33,33,1270816920858554369,1270816920858554369,2020-06-10 20:35:39 UTC,2020-06-10,20:35:39,0,3253224984,co_op_trucker,Joshua,,"Elon Musk is saying Tesla will start mass producing their electric semi truck because their competition, Nikola Motors, got a ton of investment.  As a truck driver, I looked into both of their trucks &amp; the hydrogen electric trucks by Nikola Motors are better in almost every way.",en,[],[],[],27,100,1090,[],[],https://twitter.com/Co_Op_Trucker/status/1270816920858554369,False,,0,,,,,,,,[],,,,,0.010727144,0.17075677,0.8185161
34,34,34,1270815517033537537,1270815517033537537,2020-06-10 20:30:04 UTC,2020-06-10,20:30:04,0,3108351,wsj,The Wall Street Journal,,"Tesla investors pushed the auto maker’s stock to more than $1,000 a share after Elon Musk told employees it was time to begin volume production of the company’s long-promised, all-electric semitrailer truck  https://t.co/phmuQ4keDx",en,[],['https://on.wsj.com/30vJ63m'],[],5,40,119,[],[],https://twitter.com/WSJ/status/1270815517033537537,False,,0,,,,,,,,[],,,,,0.0045782984,0.3544774,0.64094424
35,35,35,1270815030192340992,1270712021357658114,2020-06-10 20:28:08 UTC,2020-06-10,20:28:08,0,472187658,kruk94,DeNode,,"@inthezoneuk @ElonsWorld @elonmusk @Tesla Funny you say that, because Mitsubishi is actually an even bigger tech company (they make mil tech for japan) yet they are not even on these charts, which only shows that being also a tech company means very little",en,[],[],[],5,1,188,[],[],https://twitter.com/kruk94/status/1270815030192340992,False,,0,,,,,,,,"[{'screen_name': 'inthezoneuk', 'name': 'inthezone', 'id': '25372667'}, {'screen_name': 'ElonsWorld', 'name': ""Elon's World"", 'id': '804412190493003776'}, {'screen_name': 'elonmusk', 'name': 'Elon Musk', 'id': '44196397'}, {'screen_name': 'Tesla', 'name': 'Tesla', 'id': '13298072'}]",,,,,0.42701453,0.49816597,0.074819475
36,36,36,1270814884159033345,1270814884159033345,2020-06-10 20:27:33 UTC,2020-06-10,20:27:33,0,1100520274200416256,tesmanian_com,Tesmanian.com,,Tesla China-Made Model 3 Selected By MEG To Fulfill Its Sales Orders For EV Taxis In China  https://t.co/mOso0m2rtt  https://t.co/0FIUulTvSz,en,[],['https://www.tesmanian.com/blogs/tesmanian-blog/tesla-china-made-model-3-selected-by-meg-to-fulfill-it-s-sales-orders-for-ev-taxis-in-china?utm_source=dlvr.it&utm_medium=twitter'],['https://pbs.twimg.com/media/EaLXZxeU4AACS69.jpg'],3,22,94,[],[],https://twitter.com/Tesmanian_com/status/1270814884159033345,False,,1,https://pbs.twimg.com/media/EaLXZxeU4AACS69.jpg,,,,,,,[],,,,,0.007318898,0.8207711,0.17191005
37,37,37,1270814602926780416,1270741427904040961,2020-06-10 20:26:26 UTC,2020-06-10,20:26:26,0,3975345614,ljmontello,Elon Musk's Still a Punk Ass Balding Bitch,,@SchrodngrsTrump @KateRoseMe @_dave_doherty @DavidCornDC As an addition: incarcerating one kid for one year costs about the same Tesla (depending on model).  Seems like we're looking in the wrong place to save money.,en,[],[],[],2,4,240,[],[],https://twitter.com/ljmontello/status/1270814602926780416,False,,0,,,,,,,,"[{'screen_name': 'SchrodngrsTrump', 'name': ""Dr. Schrödinger's Trump: Reboot Loeffler"", 'id': '821748309366669312'}, {'screen_name': 'KateRoseMe', 'name': 'Kate Rose 🌻', 'id': '21130327'}, {'screen_name': '_dave_doherty', 'name': 'Dave Doherty', 'id': '534745338'}, {'screen_name': 'DavidCornDC', 'name': 'David Corn', 'id': '15220768'}]",,,,,0.82973045,0.1633441,0.00692541
38,38,38,1270814485813452800,1270814485813452800,2020-06-10 20:25:58 UTC,2020-06-10,20:25:58,0,1016059981907386368,teslaownerssv,Tesla Owners Silicon Valley,,Here is my full walk around of the @tesla semi at the shareholder meeting in 2019. It’s amazing and it to dominate the trucking industry. I’m glad @elonmusk is starting to put focus on it.  https://t.co/tufTeiKjCl,en,"[{'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}, {'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}]",[],[],40,124,983,[],[],https://twitter.com/teslaownersSV/status/1270814485813452800,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1270814433867005952/pu/img/-eYChW1HmGqPPNtg.jpg,,,,,,,[],,,,,0.0024963026,0.01859824,0.97890556
39,39,39,1270813008130969603,1270712021357658114,2020-06-10 20:20:06 UTC,2020-06-10,20:20:06,0,112776307,toml3v3r,tom loves Quorn,,@NecrossReaper @EvaFoxU @ElonsWorld @elonmusk @Tesla  https://t.co/z0lySO0X8T,und,[],[],['https://pbs.twimg.com/media/EaLVsb1WAAU4bXj.jpg'],1,1,220,[],[],https://twitter.com/TomL3v3r/status/1270813008130969603,False,,1,https://pbs.twimg.com/media/EaLVsb1WAAU4bXj.jpg,,,,,,,"[{'screen_name': 'NecrossReaper', 'name': 'Necross🦑', 'id': '87104679'}, {'screen_name': 'EvaFoxU', 'name': 'Eva Fox 🦊❤️🇺🇦', 'id': '959471389282578432'}, {'screen_name': 'ElonsWorld', 'name': ""Elon's World"", 'id': '804412190493003776'}, {'screen_name': 'elonmusk', 'name': 'Elon Musk', 'id': '44196397'}]",,,,,0.010316765,0.9222653,0.0674179
40,40,40,1270812510900322306,1270812510900322306,2020-06-10 20:18:07 UTC,2020-06-10,20:18:07,0,284168384,wylsacom,Wylsacom,,"Apple пора купить уже Tesla, чуть-чуть Disney и всё. 👌 Капитализация 1.5 триллиона. Охренеть.  https://t.co/308OjFEnvb",ru,[],[],['https://pbs.twimg.com/media/EaLVPPnX0AAmT-B.jpg'],19,13,472,[],[],https://twitter.com/wylsacom/status/1270812510900322306,False,,1,https://pbs.twimg.com/media/EaLVPPnX0AAmT-B.jpg,,,,,,,[],,,,,0.019585973,0.6498318,0.33058235
41,41,41,1270812280763101187,1270812280763101187,2020-06-10 20:17:12 UTC,2020-06-10,20:17:12,0,2267241,passantino,Jon Passantino,,"Tesla employees at its main factory in Northern California have tested positive for the coronavirus, state and county health officials confirm to CNN, after Elon Musk defiantly reopened the plant ahead of the lifting of stay-home orders",en,[],[],[],19,172,303,[],[],https://twitter.com/passantino/status/1270812280763101187,False,,0,,,,,,,,[],,,,,0.2308147,0.73468304,0.034502193
42,42,42,1270811987946156034,1270811987946156034,2020-06-10 20:16:03 UTC,2020-06-10,20:16:03,0,704896200093339648,userjaymes,userjaymes,,"moving onto a street where everyone drives an Audi, Range Rover or Tesla and i’m out in my front yard chatting up my new rich neighbors dressed like this lmfao  https://t.co/OHmYLGukMT",en,[],[],"['https://pbs.twimg.com/media/EaLUwBgXQAI9J9K.jpg', 'https://pbs.twimg.com/media/EaLUwBjX0AAzsyv.jpg']",28,25,877,[],[],https://twitter.com/userjaymes/status/1270811987946156034,False,,1,https://pbs.twimg.com/media/EaLUwBgXQAI9J9K.jpg,,,,,,,[],,,,,0.10678984,0.65266365,0.24054651
