,Unnamed: 0,Unnamed: 0.1,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,negative,neutral,positive
10,10,10,1000807196802727936,1000807196802727936,2018-05-27 18:33:24 UTC,2018-05-27,18:33:24,0,16032305,cj15x,CJ,,"Bombillo eléctrico (Edison), Corriente Alterna (Tesla), Vehículos a motor (Ford), IPOD, IPAD, Smart Phone, Music Streaming (Jobs), no tenían consumidores. Los inventaron. Gente, estudien. Si no lo hacen, sean responsables: no postulen a la presidencia. Hay vidas de por medio.",es,[],[],[],3,43,80,[],[],https://twitter.com/CJ15X/status/1000807196802727936,False,,0,,,,,,,,[],,,,,0.03586703,0.83068955,0.13344333
11,11,11,1000797102153199617,1000797102153199617,2018-05-27 17:53:17 UTC,2018-05-27,17:53:17,0,308795969,dmc_ryan,Ryan McCaffrey,,"Episode 147 of my @Tesla podcast is a big one – both for the week of Tesla news and for me personally. I go over everything @elonmusk talked about: Model Y, next-gen Supercharging, and much more. Listen here, and happy Memorial Day weekend!  https://t.co/ST9tXB56GZ",en,"[{'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}, {'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}]",['http://traffic.libsyn.com/teslapodcast/Ride_the_Lightning_-_Tesla_Motors_Unofficial_Podcast_Episode_147.mp3?dest-id=295291'],[],18,11,113,[],[],https://twitter.com/DMC_Ryan/status/1000797102153199617,False,,0,,,,,,,,[],,,,,0.001364623,0.029877065,0.9687582
12,12,12,1000793070240120832,1000793070240120832,2018-05-27 17:37:16 UTC,2018-05-27,17:37:16,0,237903992,gabosalazar21,Gabo Salazar,,Hasta parece que regalan @Tesla en Los Angeles. Un autolavado con 2 Moldel 3 y 4 Model X 😱  https://t.co/vqPIFdJYIM,es,"[{'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}]",[],['https://pbs.twimg.com/media/DeOH-5kU0AAr8gz.jpg'],12,11,196,[],[],https://twitter.com/gabosalazar21/status/1000793070240120832,False,,1,https://pbs.twimg.com/media/DeOH-5kU0AAr8gz.jpg,,,,,,,[],,,,,0.047168072,0.7397132,0.21311875
13,13,13,1000789021403045888,1000789021403045888,2018-05-27 17:21:11 UTC,2018-05-27,17:21:11,0,1308211178,teslarati,TESLARATI,,Tesla Model 3 surpasses 600-miles per single charge in hypermile Guinness attempt -  https://t.co/IwEQDmOW7i  https://t.co/UeGEXvwOtu,fr,[],['https://www.teslarati.com/tesla-model-3-600-miles-guiness-record-hypermile-run/'],['https://pbs.twimg.com/media/DeOET4kX4AYT3XX.jpg'],4,47,319,[],[],https://twitter.com/Teslarati/status/1000789021403045888,False,,1,https://pbs.twimg.com/media/DeOET4kX4AYT3XX.jpg,,,,,,,[],,,,,0.0027509835,0.32369232,0.6735567
14,14,14,1000783511987638273,1000783511987638273,2018-05-27 16:59:17 UTC,2018-05-27,16:59:17,0,375339900,keyfiseyler,Keyfi Şeyler,,"Aslında Nikola Tesla, akıllı telefon ve kablosuz internet fikrini 1901 yılında geliştirmiştir.",tr,[],[],[],1,13,107,[],[],https://twitter.com/keyfiseyler/status/1000783511987638273,False,,0,,,,,,,,[],,,,,0.028278597,0.86034167,0.111379765
15,15,15,1000774243930525696,1000774243930525696,2018-05-27 16:22:27 UTC,2018-05-27,16:22:27,0,37636667,mtsw,Michael Tae Sweeney,,"Free idea for @elonmusk. If you want to fight ""fake news"" you can release all the executives who have recently quit Tesla from their NDAs.",en,"[{'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}]",[],[],2,14,81,[],[],https://twitter.com/mtsw/status/1000774243930525696,False,,0,,,,,,,,[],,,,,0.37925547,0.5726627,0.048081834
16,16,16,1000771620473114625,1000771620473114625,2018-05-27 16:12:02 UTC,2018-05-27,16:12:02,0,2148233600,electrekco,Electrek.co,,Tesla Model 3 travels 606 miles on a single charge in new hypermiling record  https://t.co/9txhz6qpCQ by @fredericlambert  https://t.co/DZ6B20OTFK,en,"[{'screen_name': 'fredericlambert', 'name': 'fred lambert', 'id': '38253449'}]",['http://electrek.co/2018/05/27/tesla-model-3-range-new-hypermiling-record/'],['https://pbs.twimg.com/media/DeN0fAKVwAYZ6-B.jpg'],12,150,601,[],[],https://twitter.com/ElectrekCo/status/1000771620473114625,False,,1,https://pbs.twimg.com/media/DeN0fAKVwAYZ6-B.jpg,,,,,,,[],,,,,0.002705673,0.48478004,0.51251423
17,17,17,1000770578943496192,1000768055360794627,2018-05-27 16:07:54 UTC,2018-05-27,16:07:54,0,950010930,patopapao,Pato Papão,,@MarquesZero @elonmusk GIVE TESLA PLEASE OR WE REPORT YOU  hUEhueHueHuehuehUehueHUEHUE  BRASIL NUMBER ONE,pl,[],[],[],0,7,288,[],[],https://twitter.com/PatoPapao/status/1000770578943496192,False,,0,,,,,,,,"[{'screen_name': 'marqueszero', 'name': 'marqueszero', 'id': '1477046281365344256'}, {'screen_name': 'elonmusk', 'name': 'Elon Musk', 'id': '44196397'}]",,,,,0.7151698,0.2608724,0.023957849
18,18,18,1000754065121275905,1000754065121275905,2018-05-27 15:02:16 UTC,2018-05-27,15:02:16,0,266279794,nwbtcw,Tovarisch,,UAW files labor complaint after Tesla CEO's tweets suggest factory workers could lose stock options if they unionized  https://t.co/gcdthl3dNm,en,[],['https://www.bizjournals.com/sanjose/news/2018/05/25/uaw-tesla-labor-complaint-stock-options-musk-tweet.html'],[],3,39,75,[],[],https://twitter.com/nwbtcw/status/1000754065121275905,False,,0,,,,,,,,[],,,,,0.62640584,0.36119276,0.012401435
19,19,19,1000752672675323904,1000752672675323904,2018-05-27 14:56:44 UTC,2018-05-27,14:56:44,0,15760192,krazyfrog,Distinguished Gentleman,,"Musk's knee-jerk reaction to media isn't new. Back in 2008, Tesla sued Top Gear after the latter pointed out just how shitty the original Roadster was. BBC eventually won that lawsuit and everybody found out Elon Musk is a big fucking baby who can't take criticism.",en,[],[],[],4,30,68,[],[],https://twitter.com/krazyfrog/status/1000752672675323904,False,,0,,,,,,,,[],,,,,0.8545468,0.13002081,0.015432341
20,20,20,1000751688142110720,1000751688142110720,2018-05-27 14:52:50 UTC,2018-05-27,14:52:50,0,349249475,gerberkawasaki,Ross Gerber,,Just found my 6 year old in the garage staring at the new #Tesla #model3 He can’t believe it’s the car we ordered online and how cool it is. He’s insisting we go for a ride. $tsla @elonmusk,en,"[{'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}]",[],[],31,18,173,"['tesla', 'model3']",['tsla'],https://twitter.com/GerberKawasaki/status/1000751688142110720,False,,0,,,,,,,,[],,,,,0.0034396069,0.028546356,0.9680142
21,21,21,1000749687727644672,1000749687727644672,2018-05-27 14:44:53 UTC,2018-05-27,14:44:53,0,1308211178,teslarati,TESLARATI,,"Tesla rebuilder discovers Model S controls still operational despite heavy interior flood damage, “You can’t kill a Tesla” -  https://t.co/yrUjmuvcwG  https://t.co/jfEaEhHOji",en,[],['https://www.teslarati.com/flooded-tesla-model-s-underwater-turned-on/'],['https://pbs.twimg.com/media/DeNgiZSWAAAyaYV.jpg'],8,88,359,[],[],https://twitter.com/Teslarati/status/1000749687727644672,False,,1,https://pbs.twimg.com/media/DeNgiZSWAAAyaYV.jpg,,,,,,,[],,,,,0.101402566,0.6624698,0.23612763
22,22,22,1000748560499986432,1000748560499986432,2018-05-27 14:40:24 UTC,2018-05-27,14:40:24,0,2305868575,ani_seh,Aniseh Sharifi,,"It’s Sunday, I’m in Love 💙  . #tesla #sunday #hertesla  https://t.co/u22emk1F1l",en,[],[],['https://pbs.twimg.com/media/DeNfgADVQAAYc2J.jpg'],8,4,113,"['tesla', 'sunday', 'hertesla']",[],https://twitter.com/ani_seh/status/1000748560499986432,False,,1,https://pbs.twimg.com/media/DeNfgADVQAAYc2J.jpg,,,,,,,[],,,,,0.001911959,0.0094787,0.9886093
23,23,23,1000736383793803269,1000735622363996160,2018-05-27 13:52:01 UTC,2018-05-27,13:52:01,0,815199661699006464,nicedonaidtrump,Nice Donald Trump,,@ScottAdamsSays The three great American success stories: Apple. Tesla. Dilbert.,en,[],[],[],5,5,64,[],[],https://twitter.com/niceDonaIdTrump/status/1000736383793803269,False,,0,,,,,,,,"[{'screen_name': 'ScottAdamsSays', 'name': 'Scott Adams', 'id': '2853461537'}]",,,,,0.0047696386,0.047947038,0.9472833
24,24,24,1000736370942455808,1000736370942455808,2018-05-27 13:51:58 UTC,2018-05-27,13:51:58,0,14607140,hackaday,hackaday,,Tesla museum dump incoming...  https://t.co/tMe3HFzjYo,en,[],[],"['https://pbs.twimg.com/media/DeNUZv_WkAA_0OB.jpg', 'https://pbs.twimg.com/media/DeNUaopXcAA0qoY.jpg']",3,25,89,[],[],https://twitter.com/hackaday/status/1000736370942455808,False,,1,https://pbs.twimg.com/media/DeNUZv_WkAA_0OB.jpg,,,,,,,[],,,,,0.12875244,0.78608483,0.08516272
25,25,25,1000650387656007680,1000650387656007680,2018-05-27 08:10:18 UTC,2018-05-27,08:10:18,0,130801203,vegaslager,De Vegetarische Slager,,"Nikola Tesla was a vegetarian, @tesla goes #vegan  https://t.co/PApCMPA8P1",en,"[{'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}]",['https://electrek.co/2017/07/22/tesla-seat-options-now-vegan/'],[],4,16,65,['vegan'],[],https://twitter.com/VegaSlager/status/1000650387656007680,False,,0,,,,,,,,[],,,,,0.011351428,0.8198947,0.16875386
26,26,26,1000620792453922816,1000179694786969601,2018-05-27 06:12:42 UTC,2018-05-27,06:12:42,0,96598403,youyouxue,You You Xue,,"@CabanaBrown05 @teslectrics1 @KingKublai @TArkesteijn @Salt_Nole @elonmusk @Tesla @Tesla Autopilot becomes pointless when you can't even look away for just a second, when your attention has to be more undivided then when you drive the car yourself, when your role becomes that of a beta tester risking your life to test a faulty software.",en,[],[],[],24,25,129,[],[],https://twitter.com/youyouxue/status/1000620792453922816,False,,0,,,,,,,,"[{'screen_name': 'KingKublai', 'name': 'KingKublai', 'id': '899519483219394561'}, {'screen_name': 'TArkesteijn', 'name': '🔋Tristan🔋 #ikdoewelmee', 'id': '528870359'}, {'screen_name': 'elonmusk', 'name': 'Elon Musk', 'id': '44196397'}, {'screen_name': 'Tesla', 'name': 'Tesla', 'id': '13298072'}]",,,,,0.8231871,0.16817917,0.0086338045
27,27,27,1000609710150766593,1000609710150766593,2018-05-27 05:28:39 UTC,2018-05-27,05:28:39,0,2148233600,electrekco,Electrek.co,,"Tesla starts rolling out Model 3 update to reduce braking distance by up to ~20 ft, says Elon Musk  https://t.co/XNWQO3YkOm by @fredericlambert  https://t.co/H6mA1SKy8a",en,"[{'screen_name': 'fredericlambert', 'name': 'fred lambert', 'id': '38253449'}]",['http://electrek.co/2018/05/27/tesla-model-3-update-reduce-braking-distance-elon-musk/'],['https://pbs.twimg.com/media/DeLhOniU0AE_5Pr.jpg'],1,52,289,[],[],https://twitter.com/ElectrekCo/status/1000609710150766593,False,,1,https://pbs.twimg.com/media/DeLhOniU0AE_5Pr.jpg,,,,,,,[],,,,,0.004204333,0.74178606,0.25400972
28,28,28,1000609374266540032,1000609374266540032,2018-05-27 05:27:19 UTC,2018-05-27,05:27:19,0,565198801,teslainventory,Erik in DÆrik,,@elonmusk  we just got 600 miles!!! Model 3 hypermile it's happening! @seanmmitchell @Tesla  https://t.co/HrWYG4by7a,en,"[{'screen_name': 'seanmmitchell', 'name': 'sean mitchell', 'id': '17206078'}, {'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}]",[],['https://pbs.twimg.com/media/DeLg6nqU8AAS7Xd.jpg'],13,25,75,[],[],https://twitter.com/teslainventory/status/1000609374266540032,False,,1,https://pbs.twimg.com/media/DeLg6nqU8AAS7Xd.jpg,,,,,,,[],,,,,0.001843467,0.094989166,0.90316737
29,29,29,1000583199238455296,1000582486198444032,2018-05-27 03:43:19 UTC,2018-05-27,03:43:19,0,4417226059,officialmeganm2,Megan,,LMAO I get my dad to pop a Tesla 😂😂😂 probably definitely NOT,en,[],[],[],4,0,111,[],[],https://twitter.com/officialMeganM2/status/1000583199238455296,False,,0,,,,,,,,[],,,,,0.4455774,0.4256084,0.12881413
30,30,30,1000564868288663553,1000564868288663553,2018-05-27 02:30:28 UTC,2018-05-27,02:30:28,0,989,om,OM,,"Apple fanboys aka believers kept the company going through its darkest days. Tesla is going through its dark phase, but has more passionate believers. And as history has shown, time and time again, you never bet against Elon. And calling him Donald is a cheap shot by @nytimes",en,"[{'screen_name': 'nytimes', 'name': 'the new york times', 'id': '807095'}]",[],[],10,28,153,[],[],https://twitter.com/om/status/1000564868288663553,False,,0,,,,,,,,[],,,,,0.09980725,0.32839438,0.57179826
31,31,31,1000562557478813696,1000562557478813696,2018-05-27 02:21:17 UTC,2018-05-27,02:21:17,0,286432534,teddyschleifer,Teddy Schleifer,,"Hey @elonmusk while you’re bored and tweeting at journalists this holiday weekend, do you mind answering what exactly you are doing with your board of directors at Tesla and SpaceX? Have asked you guys for months.  https://t.co/0s7uGNLE5D",en,"[{'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}]",['https://www.google.com/amp/s/www.recode.net/platform/amp/2018/4/19/17248350/elon-musk-steve-jurvetson-spacex-tesla-dfj-board-seats'],[],7,46,210,[],[],https://twitter.com/teddyschleifer/status/1000562557478813696,False,,0,,,,,,,,[],,,,,0.2089388,0.7171553,0.07390595
32,32,32,1000561840836042758,1000561840836042758,2018-05-27 02:18:27 UTC,2018-05-27,02:18:27,0,29984051,thejonlindstrom,Jon Lindstrom,,"That’s me behind the wheel of my friend’s Tesla. Yes, I am that asshole. #tesla #insanemode  https://t.co/XqSIkn5rvc",en,[],[],['https://pbs.twimg.com/media/DeK1rPAVwAAAlC4.jpg'],16,12,273,"['tesla', 'insanemode']",[],https://twitter.com/thejonlindstrom/status/1000561840836042758,False,,1,https://pbs.twimg.com/media/DeK1rPAVwAAAlC4.jpg,,,,,,,[],,,,,0.7552886,0.19382243,0.050888967
33,33,33,1000557159464095744,1000557159464095744,2018-05-27 01:59:50 UTC,2018-05-27,01:59:50,0,3471901,tiffani,Tiffani Ashley Bell 🏳️‍🌈,,Finally saw a brotha driving a Tesla. Of course it had rims on it. Kinda refreshing.,en,[],[],[],4,6,165,[],[],https://twitter.com/tiffani/status/1000557159464095744,False,,0,,,,,,,,[],,,,,0.016240759,0.19317438,0.7905848
34,34,34,1000552946587725824,1000552946587725824,2018-05-27 01:43:06 UTC,2018-05-27,01:43:06,0,331531175,mangopdf,“Alex”,,we regret to inform you that things are called other things now  microsoft -&gt; william gates inc tesla -&gt; grimes &amp; crimes ltd facebook -&gt; z ü č Č linkedin -&gt; We've Updated Our Privacy Policy,en,[],[],[],0,6,65,[],[],https://twitter.com/mangopdf/status/1000552946587725824,False,,0,,,,,,,,[],,,,,0.70099324,0.28763136,0.01137541
35,35,35,1000548651285049344,1000548651285049344,2018-05-27 01:26:02 UTC,2018-05-27,01:26:02,0,582185202,aleshammah,Alejandro Shammah,,Baterías Tesla y energía eólica para la primera granja hidropónica autosuficiente del mundo en Australia   https://t.co/aI1NLyQrGH  https://t.co/nY1uG9bThq,es,[],['http://bit.ly/2HRxTOB'],['https://pbs.twimg.com/media/DeKpsghV0AIWdCv.jpg'],0,51,69,[],[],https://twitter.com/aleshammah/status/1000548651285049344,False,,1,https://pbs.twimg.com/media/DeKpsghV0AIWdCv.jpg,,,,,,,[],,,,,0.011879042,0.7984669,0.18965392
36,36,36,1000538302997454849,1000502726965395456,2018-05-27 00:44:55 UTC,2018-05-27,00:44:55,0,1236101,benedictevans,Benedict Evans,,"@elonmusk @ali01 @KTmBoyle @washingtonpost @JohnCarreyrou @decentralion Is Model 3 production behind schedule? Fact. How much does it matter? Opinion - but check in 5 years. Will Tesla be the new GE and GM combined, or just the new Saab? Check in 10 years. These aren’t things you can verify now. They’re matters of debate, and they’re worth debating.",en,[],[],[],6,9,67,[],[],https://twitter.com/benedictevans/status/1000538302997454849,False,,0,,,,,,,,"[{'screen_name': 'elonmusk', 'name': 'Elon Musk', 'id': '44196397'}, {'screen_name': 'ali01', 'name': 'علي', 'id': '1391240666622144515'}, {'screen_name': 'KTmBoyle', 'name': 'Katherine Boyle', 'id': '78822934'}, {'screen_name': 'washingtonpost', 'name': 'The Washington Post', 'id': '2467791'}, {'screen_name': 'JohnCarreyrou', 'name': 'John Carreyrou', 'id': '1968962180'}, {'screen_name': 'decentralion', 'name': 'progressively decentralized Lion', 'id': '832013133161959424'}]",,,,,0.13235465,0.8219239,0.045721307
37,37,37,1000535035454242816,1000502726965395456,2018-05-27 00:31:56 UTC,2018-05-27,00:31:56,0,1236101,benedictevans,Benedict Evans,,"@elonmusk @ali01 @KTmBoyle @washingtonpost @JohnCarreyrou @decentralion The problem in this idea is that there are facts, and opinions, and both matter. Was there a collision where Autopilot failed to work as promised? Fact. Is that a big deal? Opinion. Is Tesla’s description of autopilot problematic? Opinion. Should this debate be covered? Opinion.",en,[],[],[],4,4,63,[],[],https://twitter.com/benedictevans/status/1000535035454242816,False,,0,,,,,,,,"[{'screen_name': 'elonmusk', 'name': 'Elon Musk', 'id': '44196397'}, {'screen_name': 'ali01', 'name': 'علي', 'id': '1391240666622144515'}, {'screen_name': 'KTmBoyle', 'name': 'Katherine Boyle', 'id': '78822934'}, {'screen_name': 'washingtonpost', 'name': 'The Washington Post', 'id': '2467791'}, {'screen_name': 'JohnCarreyrou', 'name': 'John Carreyrou', 'id': '1968962180'}, {'screen_name': 'decentralion', 'name': 'progressively decentralized Lion', 'id': '832013133161959424'}]",,,,,0.65415555,0.3332104,0.012634031
