,Unnamed: 0,Unnamed: 0.1,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,negative,neutral,positive
10,10,10,1041425397659795456,1041421552300916736,2018-09-16 20:35:38 UTC,2018-09-16,20:35:38,0,44196397,elonmusk,Elon Musk,,"@SnazzyQ Outside repair shops are jack of all trades, which means supporting 1000’s of makes &amp; models. Tesla collision repair specializes in three. Having all parts in stock &amp; not waiting for insurance approval also make a world of difference.",en,[],[],[],71,60,1358,[],[],https://twitter.com/elonmusk/status/1041425397659795456,False,,0,,,,,,,,"[{'screen_name': 'SnazzyQ', 'name': 'Quinn Nelson', 'id': '18055351'}]",,,,,0.04156861,0.5080533,0.4503781
11,11,11,1041422428130471937,1041421552300916736,2018-09-16 20:23:50 UTC,2018-09-16,20:23:50,0,3167257102,erdayastronaut,Everyday Astronaut,,@elonmusk Will @Tesla continue to open more stores in general? Iowa could sure use one 🤔😉,en,"[{'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}]",[],[],8,1,124,[],[],https://twitter.com/Erdayastronaut/status/1041422428130471937,False,,0,,,,,,,,"[{'screen_name': 'elonmusk', 'name': 'Elon Musk', 'id': '44196397'}]",,,,,0.0041285953,0.24618536,0.74968606
12,12,12,1041421799618052097,1041421552300916736,2018-09-16 20:21:20 UTC,2018-09-16,20:21:20,0,44196397,elonmusk,Elon Musk,,"Exciting to see some Tesla collision repair operations already completing within 24 hrs. Aiming for same day soon, then under an hour.",en,[],[],[],230,601,10957,[],[],https://twitter.com/elonmusk/status/1041421799618052097,False,,0,,,,,,,,[],,,,,0.0020831234,0.021918686,0.97599816
13,13,13,1041421552300916736,1041421552300916736,2018-09-16 20:20:21 UTC,2018-09-16,20:20:21,0,44196397,elonmusk,Elon Musk,,"Tesla is bringing most collision repairs in-house, as outside firms take weeks to months for repairs, driving Tesla owners (and us) crazy",en,[],[],[],623,1284,20067,[],[],https://twitter.com/elonmusk/status/1041421552300916736,False,,0,,,,,,,,[],,,,,0.49515754,0.4416844,0.06315811
14,14,14,1041410728555675649,1041410728555675649,2018-09-16 19:37:20 UTC,2018-09-16,19:37:20,0,14372486,engadget,Engadget,,Tesla is ending its lifetime free Supercharging offer  https://t.co/G5dQYGZnfY,en,[],['https://www.engadget.com/2018/09/16/tesla-ends-lifetime-free-supercharging-offer/'],[],13,57,94,[],[],https://twitter.com/engadget/status/1041410728555675649,False,,0,,,,,,,,[],,,,,0.18576227,0.7364975,0.077740155
15,15,15,1041408891437936642,1041408891437936642,2018-09-16 19:30:02 UTC,2018-09-16,19:30:02,0,2564597449,elonmusknewsorg,Elon Musk News,,Walmart Canada orders 30 Tesla Semi trucks and commits to electrify 20% of its fleet by 2022    https://t.co/xvz3IAhoyn,en,[],['https://evannex.com/blogs/news/walmart-canada-will-convert-of-its-fleet-to-20-electric-vehicles-starting-order-for-20-tesla-semi-trucks?utm_source=elonmusknews'],[],1,32,92,[],[],https://twitter.com/ElonMuskNewsOrg/status/1041408891437936642,False,,0,,,,,,,,[],,,,,0.003937764,0.59471184,0.40135032
16,16,16,1041408473466957824,1041408473466957824,2018-09-16 19:28:23 UTC,2018-09-16,19:28:23,0,987255266780565504,jeremycross_uk,Jeremy Cross,,I’ve always been a “petrolhead”...but just 1 week driving our MX and I can safely say I’ll never go back to ICE. Truly awesome. Thank you @elonmusk for changing the world! 🌍 @Tesla @TeslaOwnersUK @TheTeslaLife  https://t.co/IKKdWg83d2,en,"[{'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}, {'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}, {'screen_name': 'teslaownersuk', 'name': 'tesla owners uk 🇬🇧', 'id': '856406682552946688'}, {'screen_name': 'theteslalife', 'name': 'theteslalife', 'id': '4852289459'}]",[],['https://pbs.twimg.com/media/DnPTe-kW4AAjfBV.jpg'],13,55,337,[],[],https://twitter.com/JeremyCross_UK/status/1041408473466957824,False,,1,https://pbs.twimg.com/media/DnPTe-kW4AAjfBV.jpg,,,,,,,[],,,,,0.0062587946,0.018428579,0.9753126
17,17,17,1041402605791064064,1041402605791064064,2018-09-16 19:05:04 UTC,2018-09-16,19:05:04,0,1308211178,teslarati,TESLARATI,,Tesla's in-house body repair shop restores damaged Model 3 in 25 hours  https://t.co/IEn9CgDHd0  https://t.co/DcvffP9ncT,en,[],['https://www.teslarati.com/tesla-in-house-body-repair-shop-model-3-damage-25-hours'],['https://pbs.twimg.com/media/DnPOJptVsAAzFQx.jpg'],13,41,302,[],[],https://twitter.com/Teslarati/status/1041402605791064064,False,,1,https://pbs.twimg.com/media/DnPOJptVsAAzFQx.jpg,,,,,,,[],,,,,0.029097661,0.84166586,0.12923646
18,18,18,1041374875842048000,1041374875842048000,2018-09-16 17:14:52 UTC,2018-09-16,17:14:52,0,936490722911490048,shrugcap,Shrug Capital,,"We’ve been working on a docuseries on the world’s most extraordinary venture capital offices  From the secret Blue Bottle entrances, to Tesla parking stations on Sand Hill, extravagant iPad check-ins, and rooms that turn into bookshelves...  Visual teaser coming soon on Netflix.  https://t.co/w11mhuTjw8",en,[],[],['https://pbs.twimg.com/media/DnO07eAV4AAkLQm.jpg'],2,1,63,[],[],https://twitter.com/ShrugCap/status/1041374875842048000,False,,1,https://pbs.twimg.com/media/DnO07eAV4AAkLQm.jpg,,,,,,,[],,,,,0.003841897,0.2615521,0.734606
19,19,19,1041374539215777794,1041374539215777794,2018-09-16 17:13:32 UTC,2018-09-16,17:13:32,0,824107409723588608,itskimjava,It’s Kim Java,,"@elonmusk, your new Tesla Collision Centers are next level! Accident this Thursday &amp; bumper, fender, headlights, wheel &amp; re-wrap complete by Friday! @Tesla facilitated entire process &amp; provided a gorgeous loaner too. Our Model 3 Crash, Everyone Freak Out!  https://t.co/JwP0MPAotQ  https://t.co/axcm93Mgrt",en,"[{'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}]",['https://youtu.be/ZEBqlR-JhjU'],['https://pbs.twimg.com/media/DnO0nbeU0AEB2mf.jpg'],21,53,364,[],[],https://twitter.com/ItsKimJava/status/1041374539215777794,False,,1,https://pbs.twimg.com/media/DnO0nbeU0AEB2mf.jpg,,,,,,,[],,,,,0.0103032105,0.08188998,0.9078067
20,20,20,1041367926618480640,1041367926618480640,2018-09-16 16:47:16 UTC,2018-09-16,16:47:16,0,1689516060,vincent13031925,vincentyu.eth,,A damaged Tesla Model 3 repaired within 25 hrs of crash using @Tesla 's in-house body shop. Wonderful customer service with loaner car and update with the repair process!! Watch the video and retweet plz $TSLA #Tesla   https://t.co/ecPVoDTrm4,en,"[{'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}]",['https://www.youtube.com/watch?v=ZEBqlR-JhjU'],[],5,43,139,['tesla'],['tsla'],https://twitter.com/vincent13031925/status/1041367926618480640,False,,0,,,,,,,,[],,,,,0.011326383,0.07710578,0.91156775
21,21,21,1041362737564200960,1041362737564200960,2018-09-16 16:26:38 UTC,2018-09-16,16:26:38,0,2148233600,electrekco,Electrek.co,,Tesla is ending the free unlimited Supercharging era today – what does it mean?  https://t.co/KXjix6xiFd  https://t.co/akVeVyPg2p,en,[],['https://electrek.co/2018/09/16/tesla-ending-free-unlimited-supercharging-era/'],['https://pbs.twimg.com/media/DnOp5A4VsAYEhLO.jpg'],9,34,150,[],[],https://twitter.com/ElectrekCo/status/1041362737564200960,False,,1,https://pbs.twimg.com/media/DnOp5A4VsAYEhLO.jpg,,,,,,,[],,,,,0.11794464,0.83562195,0.046433426
22,22,22,1041358822667739136,1041358822667739136,2018-09-16 16:11:05 UTC,2018-09-16,16:11:05,0,3141672447,people4bernie,People for Bernie,,Elon Musk said a Tesla could drive itself across the country by 2018. One just crashed backing out of a garage.   https://t.co/DAmQbK5tGR,en,[],['http://www.tampabay.com/news/publicsafety/accidents/Elon-Musk-said-a-Tesla-could-drive-itself-across-the-country-by-2018-One-just-crashed-backing-out-of-a-garage-_171773877'],[],12,20,68,[],[],https://twitter.com/People4Bernie/status/1041358822667739136,False,,0,,,,,,,,[],,,,,0.03926706,0.60051197,0.36022094
23,23,23,1041350423049728001,1041350423049728001,2018-09-16 15:37:42 UTC,2018-09-16,15:37:42,0,1689516060,vincent13031925,vincentyu.eth,,"Wow, Tesla still delivering 100+ Model 3 in Toronto Canada per day even $14,000 Rebate has expired! $TSLA",en,[],[],[],7,34,165,[],['tsla'],https://twitter.com/vincent13031925/status/1041350423049728001,False,https://twitter.com/urdeep/status/1041141513256726528,0,,,,,,,,[],,,,,0.005068282,0.07754642,0.9173854
24,24,24,1041346209053659137,1041346209053659137,2018-09-16 15:20:58 UTC,2018-09-16,15:20:58,0,32163450,jotacelira,robot ultramoderno,,Agradecido y honrado por la genialidad de esta gente:  - René trajo a Tesla y HP para hacer autos eléctricos. - Jacques compuso “Lenín Chau”.   El Ecuador está en deuda eterna con los hermanos Ramírez.  https://t.co/vQls5MbMcS,es,[],[],['https://pbs.twimg.com/media/DnOa2c2WwAA8jfr.jpg'],28,327,457,[],[],https://twitter.com/jotacelira/status/1041346209053659137,False,,1,https://pbs.twimg.com/media/DnOa2c2WwAA8jfr.jpg,,,,,,,[],,,,,0.008569477,0.7739919,0.21743868
25,25,25,1041334082377011202,1041334082377011202,2018-09-16 14:32:46 UTC,2018-09-16,14:32:46,0,824107409723588608,itskimjava,It’s Kim Java,,"New Video ""Our Model 3 Crash, Everyone Freak Out!"" is live on Youtube. #Tesla #LikeTesla #Model3 #ModelS #ModelX LINK:  https://t.co/JwP0MPAotQ  https://t.co/HDslZ1bE4e",en,[],['https://youtu.be/ZEBqlR-JhjU'],['https://pbs.twimg.com/media/DnOOcMxU8AA-8im.jpg'],30,25,133,"['tesla', 'liketesla', 'model3', 'models', 'modelx']",[],https://twitter.com/ItsKimJava/status/1041334082377011202,False,,1,https://pbs.twimg.com/media/DnOOcMxU8AA-8im.jpg,,,,,,,[],,,,,0.10353696,0.6168116,0.2796514
26,26,26,1041333604675010560,1041333604675010560,2018-09-16 14:30:53 UTC,2018-09-16,14:30:53,0,349249475,gerberkawasaki,Ross Gerber,,Meanwhile Apple has created a watch that can tell me I’m about to have a heart attack. But the batteries stink. Battery technology is really hard to improve. That’s a huge #Tesla moat. #gigafactory is a monopoly on battery production. $tsla,en,[],[],[],11,19,109,"['tesla', 'gigafactory']",['tsla'],https://twitter.com/GerberKawasaki/status/1041333604675010560,False,,0,,,,,,,,[],,,,,0.90965116,0.0775889,0.012760161
27,27,27,1041326751518007297,1041326751518007297,2018-09-16 14:03:39 UTC,2018-09-16,14:03:39,0,2148233600,electrekco,Electrek.co,,Tesla increases price of Red Multi-Coat paint for all cars as it streamlines options | by @fredericlambert  https://t.co/Gsb8zRd9xP  https://t.co/1Y8rtQ7Sjt,en,"[{'screen_name': 'fredericlambert', 'name': 'fred lambert', 'id': '38253449'}]",['https://electrek.co/2018/09/16/tesla-increases-price-red-multi-coat-paint-option/'],['https://pbs.twimg.com/media/DnOJKWuUYAAYq-N.jpg'],11,23,115,[],[],https://twitter.com/ElectrekCo/status/1041326751518007297,False,,1,https://pbs.twimg.com/media/DnOJKWuUYAAYq-N.jpg,,,,,,,[],,,,,0.0084482,0.86636734,0.12518446
28,28,28,1041324821362171905,1041324821362171905,2018-09-16 13:55:58 UTC,2018-09-16,13:55:58,0,2393014483,jenpreas,Jen Preas,,We waited 894 days for this @tesla Model 3. It was worth the wait!!! Thanks @elonmusk and the team at the Cedar Springs delivery center. We love it!!!!  https://t.co/bSRMJvSqnt,en,"[{'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}, {'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}]",[],"['https://pbs.twimg.com/media/DnOHY9MU0AEkpRH.jpg', 'https://pbs.twimg.com/media/DnOHY9UU8AI_RCx.jpg', 'https://pbs.twimg.com/media/DnOHY9MUcAA0dDx.jpg']",7,20,127,[],[],https://twitter.com/JenPreas/status/1041324821362171905,False,,1,https://pbs.twimg.com/media/DnOHY9MU0AEkpRH.jpg,,,,,,,[],,,,,0.0026247492,0.007829031,0.98954624
29,29,29,1041313270290894848,1041313270290894848,2018-09-16 13:10:04 UTC,2018-09-16,13:10:04,0,1308211178,teslarati,TESLARATI,,"Tesla Model 3 Performance goes head-to-head against Model X P100DL, souped up Ford Falcon drag racer  https://t.co/oHxIsB6PyB  https://t.co/mKukLOzvSp",en,[],['https://www.teslarati.com/tesla-model-3-performance-vs-model-x-p100dl-ford-falcon-drag-racer'],"['https://pbs.twimg.com/media/DnN85goUwAIRvio.jpg', 'https://pbs.twimg.com/media/DnN85hYU0AIYgWR.jpg']",2,19,182,[],[],https://twitter.com/Teslarati/status/1041313270290894848,False,,1,https://pbs.twimg.com/media/DnN85goUwAIRvio.jpg,,,,,,,[],,,,,0.010507621,0.8544935,0.13499884
30,30,30,1041309524198600704,1041309524198600704,2018-09-16 12:55:11 UTC,2018-09-16,12:55:11,0,2207646134,olcokcevat,Cevat OLÇOK,,Dünyanın en büyük havalimanında büyük Yarış 20 Eylülde  Dünyanın en hızlıları #TEKNOFEST’te yarışacak.   F1 Yarış Arabası Kawasaki Sofuoğlu  Aston Martin Tesla  Challenger Jet F16 Solo Türk  Sende gel bu anı yaşa Katılım ücretsiz. İstanbul Yeni Havalimanı   https://t.co/YDlQm5090T  https://t.co/gdaL37acMt,tr,[],['https://www.teknofestistanbul.org'],"['https://pbs.twimg.com/media/DnN5fWkWwAE5IaG.jpg', 'https://pbs.twimg.com/media/DnN5fWoW0AA_5G1.jpg', 'https://pbs.twimg.com/media/DnN5fWpXoAENBXb.jpg']",1,68,260,['teknofest'],[],https://twitter.com/olcokcevat/status/1041309524198600704,False,,1,https://pbs.twimg.com/media/DnN5fWkWwAE5IaG.jpg,,,,,,,[],,,,,0.033219974,0.90421855,0.06256142
31,31,31,1041300615689920512,1041300615689920512,2018-09-16 12:19:47 UTC,2018-09-16,12:19:47,0,5404442,asemota,Osaretin Victor Asemota,,"While we clap and takes sides in the fight between Musk, Tesla and others, Nigerian oil is gradually being made irrelevant by advances in EV tech. This has a direct impact on EVERY Nigerian at home and some of those abroad. A Nigeria without oil revenue will fail catastrophically",en,[],[],[],7,49,57,[],[],https://twitter.com/asemota/status/1041300615689920512,False,,0,,,,,,,,[],,,,,0.6425758,0.31579855,0.04162562
32,32,32,1041296572355694592,1041296572355694592,2018-09-16 12:03:43 UTC,2018-09-16,12:03:43,0,975381833151139840,vee_muse,Vee Mus'e 🎲🎮🖌️,,Here is Tesla on his custom made base. The rocks will be an upcoming tutorial in the next few weeks for those who requested it! #ReaperMiniatures #dragon #dragonmini #DnD  https://t.co/hz7TXawbbk,en,[],[],"['https://pbs.twimg.com/media/DnNtsPJUcAEQIEi.jpg', 'https://pbs.twimg.com/media/DnNtsmPU0AEtXUv.jpg', 'https://pbs.twimg.com/media/DnNttAnVYAAotWI.jpg', 'https://pbs.twimg.com/media/DnNttWLVYAAN0oM.jpg']",8,16,70,"['reaperminiatures', 'dragon', 'dragonmini', 'dnd']",[],https://twitter.com/Vee_Muse/status/1041296572355694592,False,,1,https://pbs.twimg.com/media/DnNtsPJUcAEQIEi.jpg,,,,,,,[],,,,,0.0032989958,0.5187022,0.47799888
33,33,33,1041296247431352320,1041296247431352320,2018-09-16 12:02:26 UTC,2018-09-16,12:02:26,0,714169530,artvsoul,M,,"ma perchè fanno un film su elisa maino quando al mondo esistono elon musk (tesla, space x, paypal), jeff bezos (amazon), bill gates e tantissime altre persone che hanno creato degli imperi guarderei anche venti film su di loro pur di imparare come avere successo nella vita",it,[],[],[],3,61,282,[],[],https://twitter.com/artvsoul/status/1041296247431352320,False,,0,,,,,,,,[],,,,,0.03923019,0.79952276,0.16124693
34,34,34,1041282415115808768,1041282415115808768,2018-09-16 11:07:28 UTC,2018-09-16,11:07:28,0,966647570,evannex_com,EVANNEX for Tesla Community,,"Walmart continues to commit to #Tesla and a clean transportation fleet for its future. Learn more about its plans over the next decade, read here:  https://t.co/tJsFU4aJd4 $TSLA #TeslaMotors #TeslaSemi #TeslaSemiTruck #TeslaTruck #ElectricVehicle #ElonMusk",en,[],['http://ow.ly/RnGq30lQ1Dq'],[],4,21,78,"['tesla', 'teslamotors', 'teslasemi', 'teslasemitruck', 'teslatruck', 'electricvehicle', 'elonmusk']",['tsla'],https://twitter.com/evannex_com/status/1041282415115808768,False,,0,,,,,,,,[],,,,,0.002332414,0.18495113,0.8127165
35,35,35,1041280544913481733,1041280544913481733,2018-09-16 11:00:02 UTC,2018-09-16,11:00:02,0,346167509,lmmberlanas,LMMBerlanas,,"Tras el #breaking2 de Monza mucha gente:”circo,eso no vale,las liebre de refresco,el Tesla con pantalla gigante,avituallamientos a la carta,vueltas cortas circuito plano,hora y meteoro ideal...”=2:00’25”;hoy sin liebres desde km16=2:01’39”.Muy bestia @EliudKipchoge",es,"[{'screen_name': 'eliudkipchoge', 'name': 'eliud kipchoge - egh🇰🇪', 'id': '2471739785'}]",[],[],14,50,173,['breaking2'],[],https://twitter.com/lmmberlanas/status/1041280544913481733,False,,0,,,,,,,,[],,,,,0.023743255,0.6289461,0.34731048
36,36,36,1041275261029937155,1041275261029937155,2018-09-16 10:39:02 UTC,2018-09-16,10:39:02,0,34713362,business,Bloomberg,,"Move over, Tesla. This little Dutch company makes big batteries  https://t.co/3FLQ7Isnb3",en,[],['https://bloom.bg/2Nk65sR'],[],4,46,65,[],[],https://twitter.com/business/status/1041275261029937155,False,,0,,,,,,,,[],,,,,0.062174816,0.5566169,0.38120833
37,37,37,1041274106333814784,1041125826790612992,2018-09-16 10:34:27 UTC,2018-09-16,10:34:27,0,35747027,hyperbolix,Hyperbolix Prudens,,"@behindyourback Yeah, and then suddenly @elonmusk appears at your wedding, flirts with your maid of honor and rides off with her in an open Tesla convertible right before the ceremony. Can't risk that. My maid of honor is a super attractive, intelligent, blonde single woman.",en,"[{'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}]",[],[],3,7,285,[],[],https://twitter.com/hyperbolix/status/1041274106333814784,False,,0,,,,,,,,"[{'screen_name': 'behindyourback', 'name': 'maura quint', 'id': '31455711'}]",,,,,0.078577556,0.4578934,0.46352908
38,38,38,1041263568543514625,1041263568543514625,2018-09-16 09:52:35 UTC,2018-09-16,09:52:35,0,38966126,mimesacojea,Jose A. Pérez Ledo,,Muchísimas gracias a @Naukas_com por concederme un (inmerecido) premio Tesla. Será concienzudamente vigilado por Krusty.  https://t.co/aLgg5mqLP1,es,"[{'screen_name': 'naukas_com', 'name': 'naukas', 'id': '128622564'}]",[],['https://pbs.twimg.com/media/DnNPsRHW0AABt28.jpg'],5,7,133,[],[],https://twitter.com/mimesacojea/status/1041263568543514625,False,,1,https://pbs.twimg.com/media/DnNPsRHW0AABt28.jpg,,,,,,,[],,,,,0.0061927247,0.24905443,0.74475276
39,39,39,1041261761444421634,1041261761444421634,2018-09-16 09:45:24 UTC,2018-09-16,09:45:24,0,19850521,scienceofsport,Ross Tucker,,"Out of interest, back in May 2017 when Kipchoge ran 2:00:25 in the Monza sub-2 pursuit, I wrote this after doing some calculated estimates of how much benefit the Tesla &amp; pacers gave Kipchoge.  2:01:40.  *Note, we don’t know his condition today vs then, or effect of shoes etc  https://t.co/JKGmptSfks",en,[],[],['https://pbs.twimg.com/media/DnNNSwSWwAAfVwq.jpg'],12,63,214,[],[],https://twitter.com/Scienceofsport/status/1041261761444421634,False,,1,https://pbs.twimg.com/media/DnNNSwSWwAAfVwq.jpg,,,,,,,[],,,,,0.035609562,0.88617206,0.07821839
40,40,40,1041254903476305920,1041254903476305920,2018-09-16 09:18:09 UTC,2018-09-16,09:18:09,0,264720242,ton_aarts,Ton Aarts,,PS. Dear car journalists worldwide. This picture with Tesla using a diesel generator to charge new Tesla model 3's isn't about the hypocrisy.  https://t.co/DhzheVueRU,en,[],['https://twitter.com/ton_aarts/status/1041036225266806785'],[],9,45,104,[],[],https://twitter.com/ton_aarts/status/1041254903476305920,False,https://twitter.com/ton_aarts/status/1041036225266806785,0,,,,,,,,[],,,,,0.39296395,0.55041695,0.056619085
41,41,41,1041250381756542976,1041250381756542976,2018-09-16 09:00:11 UTC,2018-09-16,09:00:11,0,16664681,latimes,Los Angeles Times,,"Elon Musk said two years ago that by 2018, a Tesla would be able to drive itself across the country with the touch of a button.   One just crashed backing out of a garage.  https://t.co/l2LG8wRHX9",en,[],['http://lat.ms/2xa2oeR'],[],20,27,103,[],[],https://twitter.com/latimes/status/1041250381756542976,False,,0,,,,,,,,[],,,,,0.016350469,0.4051768,0.5784727
42,42,42,1041247713407524864,1041247713407524864,2018-09-16 08:49:34 UTC,2018-09-16,08:49:34,0,23566038,mikko,@mikko,,"…the car thief called Tesla's customer support to add the car to his Tesla account by its vehicle identification number. Once the vehicle was accessible on his smartphone, he was able to unlock the car and drive away…",en,[],[],[],13,446,703,[],[],https://twitter.com/mikko/status/1041247713407524864,False,https://twitter.com/thedrive/status/1040674039361167361,0,,,,,,,,[],,,,,0.22535169,0.73734224,0.037306014
43,43,43,1041236446202474496,1041236446202474496,2018-09-16 08:04:48 UTC,2018-09-16,08:04:48,0,1077971,bobbyllew,Robert Llewellyn,,"Tesla Model 3 #FullyChargedShow  Major hats off to @InkSharkman and @Carpervert for dealing with altitude, jet lag and bright sun in Colorado, but they were helped by a lovely bunch of Tesla Model 3 owners.  https://t.co/V9lyh1ME73",en,"[{'screen_name': 'inksharkman', 'name': 'mark taylor-hankins', 'id': '235252916'}, {'screen_name': 'carpervert', 'name': 'jonny smith', 'id': '20841000'}]",['https://www.youtube.com/watch?v=4AJw9cIlatw'],[],14,21,147,['fullychargedshow'],[],https://twitter.com/bobbyllew/status/1041236446202474496,False,,0,,,,,,,,[],,,,,0.0037487377,0.023918752,0.9723324
